customer_id,facility_id,arrival_time,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
C002550,F001,10-01-2024 16:46,57,inquiry,normal,online,18,7,3,15.0,4,7.2,0.75,16,2,0,0,0,4,8,4.6,7.2,normal
C002551,F002,20-01-2024 16:32,40,inquiry,normal,walk-in,31,23,7,23.4,2,3.0,0.62,16,5,0,0,0,6,9,4.1,15.3,normal
C002552,F003,19-01-2024 08:00,33,inquiry,normal,appointment,38,11,3,10.0,3,9.3,0.82,8,4,0,0,0,5,12,4.1,12.7,normal
C002553,F003,16-01-2024 09:23,52,complaint,elderly,appointment,13,14,12,43.2,8,13.5,0.94,9,1,0,1,0,5,9,4.0,19.5,congested
C002554,F004,29-01-2024 09:25,57,complaint,normal,appointment,19,28,15,39.6,6,24.3,0.98,9,0,0,1,0,4,12,2.4,94.4,critical
C002555,F002,13-01-2024 14:55,79,renewal,elderly,appointment,16,22,2,27.3,2,10.7,0.6,14,5,0,0,0,6,12,3.5,8.8,busy
C002556,F005,29-01-2024 13:59,27,payment,normal,appointment,12,20,12,11.0,3,6.2,0.77,13,0,0,0,0,3,12,4.5,31.8,critical
C002557,F001,15-01-2024 13:19,53,complaint,normal,appointment,29,5,2,6.0,4,19.6,0.62,13,0,1,0,0,5,9,3.8,14.4,normal
C002558,F002,18-01-2024 15:50,47,complaint,elderly,appointment,12,25,17,23.0,3,13.8,0.61,15,3,0,0,0,4,12,2.6,89.0,critical
C002559,F002,14-01-2024 11:37,49,consultation,normal,online,8,23,3,42.1,4,12.7,0.81,11,6,0,1,0,6,9,4.0,8.7,congested
C002560,F003,01-01-2024 09:06,83,consultation,elderly,appointment,11,14,11,10.8,6,4.9,0.87,9,0,1,1,0,6,12,4.4,10.5,busy
C002561,F003,05-01-2024 12:22,90,payment,elderly,appointment,14,30,4,36.0,3,6.3,0.86,12,4,0,1,0,4,12,4.4,4.3,normal
C002562,F002,17-01-2024 11:20,75,consultation,elderly,walk-in,14,41,35,28.8,8,16.7,0.9,11,2,0,1,0,4,10,2.5,111.2,critical
C002563,F003,31-01-2024 14:58,73,application,elderly,appointment,17,12,11,16.0,3,6.6,0.81,14,2,0,0,0,2,12,3.6,35.0,critical
C002564,F005,30-01-2024 10:20,67,complaint,normal,appointment,10,10,2,23.4,8,12.1,0.89,10,1,0,1,0,4,12,4.4,7.4,busy
C002565,F004,31-01-2024 10:37,68,payment,normal,walk-in,23,39,19,25.2,6,3.0,0.91,10,2,0,1,0,6,12,5.0,7.9,congested
C002566,F001,16-01-2024 17:46,24,application,normal,appointment,6,7,7,10.0,2,16.8,0.8,17,1,0,0,0,6,8,3.1,73.2,critical
C002567,F001,20-01-2024 13:54,34,complaint,normal,appointment,16,6,2,31.2,2,10.1,0.63,13,5,0,0,0,6,8,4.5,15.6,busy
C002568,F004,29-01-2024 13:46,39,inquiry,elderly,walk-in,12,14,14,18.0,4,4.5,0.81,13,0,0,0,0,4,12,4.0,10.2,busy
C002569,F003,21-01-2024 11:38,63,payment,normal,walk-in,42,14,9,32.8,5,4.5,0.84,11,6,0,1,0,3,8,3.2,14.6,normal
C002570,F002,01-01-2024 11:03,81,complaint,elderly,walk-in,22,16,11,20.5,3,21.7,0.93,11,0,1,1,0,4,10,2.7,59.8,critical
C002571,F005,31-01-2024 13:03,53,inquiry,elderly,online,16,16,1,16.0,2,4.8,0.88,13,2,0,0,0,6,12,4.1,4.4,normal
C002572,F002,09-01-2024 12:00,43,renewal,normal,walk-in,12,12,1,18.0,6,13.4,0.9,12,1,0,1,0,4,9,4.2,3.3,normal
C002573,F002,05-01-2024 15:30,46,complaint,normal,appointment,30,20,14,21.0,3,23.5,0.68,15,4,0,0,0,5,10,2.1,120.0,critical
C002574,F001,08-01-2024 13:20,89,renewal,elderly,appointment,9,8,5,24.0,1,3.0,0.65,13,0,0,0,0,4,9,3.9,14.5,critical
C002575,F001,26-01-2024 17:47,52,payment,normal,online,16,10,8,11.0,2,5.8,0.89,17,4,0,0,0,3,10,3.8,28.3,critical
C002576,F004,08-01-2024 18:15,24,application,normal,appointment,17,18,6,25.0,3,17.2,0.75,18,0,0,0,0,3,9,4.3,47.7,critical
C002577,F002,27-01-2024 17:04,23,payment,elderly,online,15,15,8,16.9,1,3.0,0.64,17,5,0,0,0,6,10,4.4,27.8,critical
C002578,F003,22-01-2024 09:18,28,payment,normal,appointment,23,12,7,27.0,4,8.9,0.81,9,0,0,1,0,6,8,4.3,19.5,busy
C002579,F005,23-01-2024 12:53,42,renewal,elderly,walk-in,7,30,9,28.8,6,9.2,0.85,12,1,0,1,0,5,8,5.0,10.4,congested
C002580,F002,06-01-2024 08:40,77,consultation,elderly,appointment,10,32,10,19.5,4,9.0,0.72,8,5,0,0,0,5,8,3.7,24.0,critical
C002581,F001,17-01-2024 15:58,58,application,normal,walk-in,14,20,4,11.0,2,13.1,0.66,15,2,0,0,0,2,8,4.7,39.8,critical
C002582,F003,29-01-2024 08:42,45,inquiry,normal,appointment,21,25,5,20.0,4,7.1,0.79,8,0,0,0,0,4,12,3.3,10.6,busy
C002583,F002,14-01-2024 09:30,88,payment,elderly,online,19,32,30,23.4,4,6.9,0.86,9,6,0,1,0,3,9,4.1,57.1,critical
C002584,F003,27-01-2024 14:22,70,complaint,normal,walk-in,22,27,10,15.6,3,8.1,0.69,14,5,0,0,0,2,12,5.0,59.1,critical
C002585,F005,07-01-2024 13:48,83,consultation,elderly,online,20,20,4,32.5,4,14.0,0.77,13,6,0,0,0,4,12,4.2,10.6,busy
C002586,F003,14-01-2024 08:02,47,complaint,normal,online,9,15,8,26.0,2,17.2,0.65,8,6,0,0,0,6,10,2.4,105.2,critical
C002587,F003,03-01-2024 08:36,41,payment,elderly,online,9,9,6,12.0,3,4.2,0.7,8,2,0,0,0,3,12,3.5,4.6,busy
C002588,F002,08-01-2024 15:25,23,inquiry,normal,walk-in,8,13,2,19.0,2,5.1,0.88,15,0,0,0,0,6,12,4.2,6.0,busy
C002589,F002,03-01-2024 11:50,37,inquiry,elderly,appointment,28,18,18,25.2,3,7.2,0.8,11,2,0,1,0,4,9,4.2,40.5,congested
C002590,F005,06-01-2024 17:40,22,renewal,normal,appointment,13,9,5,28.6,2,8.7,0.77,17,5,0,0,1,4,9,4.5,0.0,abandoned
C002591,F004,30-01-2024 16:29,45,application,normal,walk-in,24,14,13,25.0,4,17.6,0.74,16,1,0,0,0,6,9,3.0,73.7,critical
C002592,F002,13-01-2024 14:25,57,inquiry,normal,appointment,9,28,8,29.9,1,8.8,0.8,14,5,0,0,0,6,12,3.2,88.3,critical
C002593,F005,29-01-2024 18:47,20,renewal,normal,walk-in,20,21,11,20.0,2,10.5,0.7,18,0,0,0,0,5,9,3.7,83.8,critical
C002594,F005,19-01-2024 10:13,59,payment,normal,appointment,13,34,11,45.0,4,5.1,0.93,10,4,0,1,0,6,9,4.2,16.7,congested
C002595,F004,02-01-2024 18:17,40,inquiry,normal,appointment,15,11,11,17.0,3,7.9,0.79,18,1,0,0,0,5,8,4.2,35.2,critical
C002596,F005,04-01-2024 12:38,67,complaint,elderly,online,22,12,9,19.8,6,5.0,0.97,12,3,0,1,0,5,12,4.7,4.3,normal
C002597,F003,20-01-2024 10:17,50,renewal,normal,online,22,11,4,49.1,3,8.6,0.9,10,5,0,1,0,5,8,4.3,11.6,busy
C002598,F004,10-01-2024 12:03,87,application,elderly,walk-in,14,21,21,30.6,3,6.7,0.91,12,2,0,1,0,6,9,3.1,38.5,critical
C002599,F002,14-01-2024 17:04,44,payment,normal,walk-in,17,26,16,22.1,1,7.7,0.63,17,6,0,0,0,2,8,3.0,120.0,critical
C002600,F001,04-01-2024 16:48,41,renewal,normal,walk-in,22,5,1,14.0,2,6.3,0.77,16,3,0,0,0,3,9,4.2,1.7,normal
C002601,F002,13-01-2024 18:48,45,complaint,urgent,walk-in,5,9,5,13.0,2,20.0,0.62,18,5,0,0,0,2,12,3.2,23.3,critical
C002602,F003,02-01-2024 09:11,62,application,normal,online,11,43,2,30.6,3,23.2,0.93,9,1,0,1,0,5,8,3.7,14.7,congested
C002603,F003,01-01-2024 09:41,28,application,urgent,appointment,5,20,13,21.6,4,9.7,0.96,9,0,1,1,0,6,9,3.2,9.8,critical
C002604,F001,07-01-2024 16:58,32,inquiry,urgent,online,5,20,3,26.0,3,6.6,0.82,16,6,0,0,0,2,12,4.8,6.5,congested
C002605,F002,02-01-2024 16:28,35,consultation,elderly,online,11,20,5,15.0,1,19.0,0.85,16,1,0,0,1,6,8,3.5,0.0,abandoned
C002606,F001,18-01-2024 11:18,90,complaint,elderly,online,19,45,8,27.0,4,17.3,0.83,11,3,0,1,0,2,10,4.8,56.0,critical
C002607,F004,28-01-2024 11:11,27,renewal,normal,online,9,51,15,32.8,8,9.3,0.95,11,6,0,1,0,5,9,4.4,29.1,critical
C002608,F002,21-01-2024 08:56,29,payment,elderly,appointment,16,15,2,16.9,4,6.4,0.74,8,6,0,0,0,6,9,4.2,3.0,normal
C002609,F005,13-01-2024 15:43,30,consultation,urgent,appointment,5,9,7,31.2,1,10.4,0.63,15,5,0,0,0,5,9,3.8,34.0,critical
C002610,F001,01-01-2024 10:20,60,consultation,normal,walk-in,11,11,9,23.8,5,7.2,0.95,10,0,1,1,0,3,9,4.0,19.6,critical
C002611,F005,19-01-2024 12:05,61,inquiry,normal,walk-in,13,19,1,34.2,8,5.7,0.8,12,4,0,1,0,6,10,4.0,1.0,normal
C002612,F005,02-01-2024 18:21,75,consultation,elderly,walk-in,14,15,13,20.0,1,10.6,0.76,18,1,0,0,0,4,12,1.9,120.0,critical
C002613,F002,15-01-2024 08:14,82,inquiry,elderly,online,12,7,4,14.4,4,8.0,0.61,8,0,1,0,1,2,12,4.6,0.0,abandoned
C002614,F002,22-01-2024 12:53,61,consultation,normal,appointment,6,37,15,36.0,5,12.4,0.94,12,0,0,1,1,5,9,3.7,0.0,abandoned
C002615,F002,20-01-2024 15:15,35,complaint,normal,walk-in,23,28,6,13.0,1,23.3,0.85,15,5,0,0,0,2,10,2.2,120.0,critical
C002616,F005,25-01-2024 10:04,50,payment,normal,online,24,9,7,28.8,6,3.0,0.91,10,3,0,1,0,2,10,4.1,12.4,busy
C002617,F001,10-01-2024 08:25,26,renewal,normal,walk-in,28,7,6,25.0,3,7.6,0.86,8,2,0,0,0,5,8,4.1,14.6,busy
C002618,F001,09-01-2024 16:22,90,inquiry,elderly,appointment,12,18,17,22.0,2,5.3,0.79,16,1,0,0,1,5,8,3.9,0.0,abandoned
C002619,F003,10-01-2024 16:43,49,consultation,normal,appointment,32,22,22,13.0,1,6.3,0.87,16,2,0,0,1,5,12,2.3,0.0,abandoned
C002620,F001,13-01-2024 15:28,27,inquiry,normal,walk-in,19,29,28,26.0,2,5.9,0.68,15,5,0,0,0,5,8,3.6,120.0,critical
C002621,F002,26-01-2024 09:28,57,inquiry,elderly,walk-in,10,27,3,45.0,6,6.2,0.95,9,4,0,1,1,6,8,5.0,0.0,abandoned
C002622,F002,12-01-2024 11:19,82,inquiry,elderly,online,6,18,15,43.2,8,4.4,0.83,11,4,0,1,0,2,10,4.0,26.8,critical
C002623,F004,21-01-2024 10:34,85,renewal,elderly,walk-in,13,53,36,58.5,4,10.2,0.87,10,6,0,1,0,3,9,2.9,102.4,critical
C002624,F002,24-01-2024 13:44,20,inquiry,normal,appointment,23,10,5,10.0,2,5.7,0.77,13,2,0,0,0,6,10,4.1,19.1,busy
C002625,F003,10-01-2024 16:18,35,renewal,normal,online,26,19,8,17.0,3,8.2,0.82,16,2,0,0,0,3,9,4.8,24.5,busy
C002626,F002,18-01-2024 16:26,76,complaint,elderly,walk-in,13,17,6,14.0,4,20.3,0.67,16,3,0,0,0,4,8,4.0,30.3,critical
C002627,F002,21-01-2024 10:03,70,consultation,normal,online,26,42,13,39.8,5,10.7,0.96,10,6,0,1,0,2,10,3.8,71.7,critical
C002628,F004,07-01-2024 12:56,61,complaint,normal,online,23,23,14,37.4,6,26.6,0.83,12,6,0,1,0,3,9,2.3,120.0,critical
C002629,F001,15-01-2024 08:18,52,renewal,normal,walk-in,19,9,6,7.8,3,9.3,0.66,8,0,1,0,0,2,8,3.2,43.2,critical
C002630,F005,09-01-2024 17:16,90,renewal,elderly,online,25,15,8,19.0,2,8.1,0.83,17,1,0,0,1,4,9,2.8,0.0,abandoned
C002631,F003,25-01-2024 12:24,82,payment,elderly,appointment,20,14,6,21.6,4,3.5,0.92,12,3,0,1,0,5,9,5.0,4.4,normal
C002632,F005,22-01-2024 14:18,82,payment,elderly,online,15,19,6,18.0,4,3.0,0.82,14,0,0,0,0,6,12,4.6,3.4,normal
C002633,F003,21-01-2024 17:51,64,consultation,normal,appointment,8,15,14,13.0,1,13.1,0.74,17,6,0,0,0,2,9,1.0,120.0,critical
C002634,F001,16-01-2024 17:11,48,complaint,normal,walk-in,30,6,3,24.0,2,28.3,0.68,17,1,0,0,0,6,8,3.6,62.2,critical
C002635,F001,13-01-2024 12:57,79,payment,elderly,online,13,51,41,51.5,4,3.4,0.86,12,5,0,1,0,4,12,3.6,24.8,critical
C002636,F001,14-01-2024 17:24,21,consultation,normal,online,13,22,20,29.9,2,17.0,0.82,17,6,0,0,0,3,8,2.1,120.0,critical
C002637,F001,16-01-2024 17:44,22,complaint,normal,appointment,31,17,11,10.0,4,18.3,0.62,17,1,0,0,0,4,8,3.0,80.0,critical
C002638,F002,29-01-2024 10:20,35,consultation,normal,walk-in,18,19,3,41.4,3,19.4,0.8,10,0,0,1,0,5,9,4.8,20.9,congested
C002639,F001,26-01-2024 17:34,83,inquiry,elderly,appointment,14,12,11,14.0,1,7.5,0.88,17,4,0,0,1,4,10,2.9,0.0,abandoned
C002640,F001,02-01-2024 15:39,66,inquiry,normal,online,26,24,20,24.0,3,3.8,0.65,15,1,0,0,0,4,8,3.9,43.8,critical
C002641,F004,09-01-2024 10:16,19,inquiry,normal,online,27,45,31,30.6,6,5.5,0.83,10,1,0,1,0,2,10,4.2,103.3,critical
C002642,F005,06-01-2024 16:45,52,renewal,urgent,appointment,5,24,11,32.5,4,9.4,0.66,16,5,0,0,0,6,9,5.0,11.8,critical
C002643,F001,01-01-2024 13:20,79,inquiry,elderly,appointment,12,13,8,9.6,4,6.3,0.73,13,0,1,0,1,2,10,4.8,0.0,abandoned
C002644,F002,20-01-2024 12:46,86,complaint,elderly,walk-in,7,18,11,23.4,5,30.0,0.96,12,5,0,1,0,4,12,4.1,59.4,critical
C002645,F002,28-01-2024 10:33,88,renewal,elderly,appointment,6,58,27,51.5,6,9.1,0.94,10,6,0,1,0,4,10,3.5,47.2,critical
C002646,F004,30-01-2024 14:01,59,inquiry,normal,walk-in,16,7,7,15.0,1,3.6,0.62,14,1,0,0,0,3,9,4.3,38.3,critical
C002647,F005,27-01-2024 18:18,85,consultation,elderly,appointment,15,6,2,23.4,3,11.4,0.77,18,5,0,0,1,3,10,4.9,0.0,abandoned
C002648,F003,08-01-2024 13:10,49,renewal,normal,appointment,29,20,15,20.0,1,6.1,0.85,13,0,0,0,0,4,12,3.6,107.0,critical
C002649,F005,16-01-2024 12:35,63,complaint,normal,online,13,16,11,21.6,4,24.1,0.83,12,1,0,1,0,4,12,2.6,77.9,critical
C002650,F002,19-01-2024 18:03,80,consultation,elderly,online,13,15,13,15.0,2,13.3,0.86,18,4,0,0,0,6,10,2.7,71.8,critical
C002651,F005,25-01-2024 14:20,44,payment,elderly,online,14,24,13,25.0,3,3.4,0.8,14,3,0,0,0,2,9,4.6,17.7,congested
C002652,F005,08-01-2024 18:33,52,renewal,normal,appointment,24,6,4,10.0,1,6.1,0.77,18,0,0,0,0,2,9,2.9,33.9,congested
C002653,F004,14-01-2024 17:47,78,renewal,elderly,online,16,19,8,26.0,1,8.2,0.81,17,6,0,0,0,5,9,3.7,56.5,critical
C002654,F001,20-01-2024 12:26,57,consultation,elderly,walk-in,13,21,14,35.1,3,21.1,0.85,12,5,0,1,0,5,9,2.4,82.6,critical
C002655,F004,29-01-2024 14:04,85,consultation,elderly,online,10,24,16,25.0,2,8.2,0.73,14,0,0,0,0,4,9,4.1,63.7,critical
C002656,F002,23-01-2024 16:02,31,renewal,normal,walk-in,14,24,3,25.0,1,9.4,0.84,16,1,0,0,0,3,9,4.1,35.7,critical
C002657,F001,27-01-2024 13:18,29,renewal,normal,appointment,19,27,21,24.7,2,4.1,0.73,13,5,0,0,0,3,8,3.7,57.1,critical
C002658,F005,30-01-2024 11:05,78,payment,elderly,walk-in,15,39,35,19.8,8,4.1,0.83,11,1,0,1,0,3,12,3.3,42.2,critical
C002659,F003,24-01-2024 14:31,77,inquiry,elderly,appointment,9,19,8,23.0,3,5.9,0.83,14,2,0,0,0,4,10,4.8,9.5,congested
C002660,F001,29-01-2024 08:13,82,renewal,elderly,walk-in,23,8,6,18.0,2,7.4,0.71,8,0,0,0,0,2,9,3.7,22.0,busy
C002661,F001,07-01-2024 17:20,44,renewal,elderly,online,22,15,14,14.3,2,3.8,0.66,17,6,0,0,0,3,10,3.1,27.1,congested
C002662,F004,03-01-2024 12:41,58,application,normal,walk-in,22,27,24,18.0,6,20.0,0.8,12,2,0,1,0,3,12,3.4,120.0,critical
C002663,F001,15-01-2024 12:45,58,consultation,normal,walk-in,5,27,4,20.5,5,15.2,0.96,12,0,1,1,0,5,10,4.8,10.9,critical
C002664,F005,08-01-2024 12:42,76,payment,elderly,appointment,13,41,30,30.6,3,7.5,0.83,12,0,0,1,0,4,12,3.9,62.0,critical
C002665,F005,12-01-2024 10:42,38,consultation,urgent,appointment,5,21,12,28.8,6,21.8,0.89,10,4,0,1,1,3,10,3.6,0.0,abandoned
C002666,F001,25-01-2024 16:38,56,consultation,normal,online,15,24,12,12.0,4,3.2,0.8,16,3,0,0,0,6,10,5.0,11.6,busy
C002667,F003,27-01-2024 14:42,56,renewal,urgent,walk-in,6,23,9,26.0,2,11.2,0.67,14,5,0,0,0,2,10,3.8,21.5,critical
C002668,F005,28-01-2024 10:56,85,complaint,elderly,walk-in,27,39,32,49.1,5,29.9,0.85,10,6,0,1,0,6,12,1.0,120.0,critical
C002669,F004,20-01-2024 18:22,33,consultation,elderly,walk-in,15,18,13,31.2,1,14.5,0.82,18,5,0,0,0,5,9,1.0,120.0,critical
C002670,F001,31-01-2024 13:57,34,consultation,normal,online,5,21,1,11.0,3,10.0,0.8,13,2,0,0,0,5,9,4.0,3.2,busy
C002671,F005,28-01-2024 14:02,49,complaint,normal,appointment,28,10,7,16.9,2,14.1,0.8,14,6,0,0,1,6,9,3.9,0.0,abandoned
C002672,F005,24-01-2024 09:24,62,renewal,urgent,online,5,36,21,27.0,6,3.0,0.87,9,2,0,1,0,3,9,4.9,6.7,congested
C002673,F005,25-01-2024 14:31,82,complaint,elderly,appointment,17,15,15,12.0,3,9.9,0.8,14,3,0,0,0,6,8,3.8,43.7,critical
C002674,F003,24-01-2024 15:07,59,complaint,normal,online,20,16,14,23.0,1,12.8,0.86,15,2,0,0,0,2,9,2.7,120.0,critical
C002675,F004,24-01-2024 11:24,70,renewal,normal,online,14,45,1,36.0,7,8.9,0.98,11,2,0,1,0,2,8,4.1,6.2,congested
C002676,F004,19-01-2024 13:26,41,payment,urgent,online,5,9,5,21.0,1,4.9,0.75,13,4,0,0,0,2,9,3.3,10.3,critical
C002677,F005,05-01-2024 18:45,90,inquiry,elderly,online,14,19,10,22.0,4,9.0,0.77,18,4,0,0,0,6,12,3.8,21.3,critical
C002678,F002,03-01-2024 17:27,25,payment,normal,online,18,16,6,25.0,1,6.5,0.68,17,2,0,0,0,3,10,3.0,58.0,critical
C002679,F001,24-01-2024 09:27,35,renewal,normal,online,18,21,1,23.4,4,7.1,0.9,9,2,0,1,0,2,12,4.8,3.3,normal
C002680,F002,04-01-2024 17:05,82,application,elderly,appointment,14,18,8,24.0,1,16.6,0.85,17,3,0,0,0,5,8,2.4,111.2,critical
C002681,F004,05-01-2024 10:12,70,consultation,normal,appointment,18,19,12,41.4,6,11.1,0.84,10,4,0,1,0,4,12,4.1,37.8,critical
C002682,F001,10-01-2024 10:49,84,application,elderly,online,15,25,3,18.0,5,18.5,0.98,10,2,0,1,0,3,9,4.7,9.1,busy
C002683,F003,01-01-2024 11:48,57,payment,normal,walk-in,23,22,6,25.9,5,7.6,0.97,11,0,1,1,0,3,9,4.7,13.6,busy
C002684,F001,27-01-2024 14:05,89,consultation,elderly,online,5,27,23,18.2,1,17.2,0.89,14,5,0,0,0,5,10,1.0,120.0,critical
C002685,F005,14-01-2024 10:42,89,consultation,elderly,walk-in,14,35,13,28.1,8,13.1,0.82,10,6,0,1,0,2,12,3.9,72.1,critical
C002686,F003,20-01-2024 08:51,68,payment,normal,online,21,23,13,28.6,2,4.2,0.72,8,5,0,0,0,5,9,4.0,38.5,critical
C002687,F004,21-01-2024 11:10,59,inquiry,normal,online,12,53,33,42.1,5,6.5,0.8,11,6,0,1,0,6,8,3.9,53.1,critical
C002688,F001,22-01-2024 18:38,21,renewal,normal,online,23,12,8,21.0,2,12.4,0.7,18,0,0,0,0,3,9,3.3,72.0,critical
C002689,F002,24-01-2024 13:08,75,complaint,elderly,online,23,15,7,24.0,1,23.9,0.77,13,2,0,0,0,2,10,1.6,120.0,critical
C002690,F005,15-01-2024 16:03,26,inquiry,normal,appointment,5,5,4,12.0,2,5.2,0.69,16,0,1,0,0,6,8,3.5,14.9,critical
C002691,F004,06-01-2024 17:32,82,payment,elderly,appointment,19,27,6,13.0,1,3.4,0.7,17,5,0,0,0,5,12,3.7,21.6,congested
C002692,F002,03-01-2024 11:25,28,complaint,urgent,walk-in,6,32,23,43.2,6,17.8,0.97,11,2,0,1,1,5,8,3.2,0.0,abandoned
C002693,F003,21-01-2024 13:42,90,renewal,elderly,online,15,6,2,24.7,3,7.9,0.77,13,6,0,0,0,4,12,3.4,3.9,normal
C002694,F001,26-01-2024 14:55,27,inquiry,normal,online,18,12,9,23.0,3,11.1,0.79,14,4,0,0,1,6,8,3.8,0.0,abandoned
C002695,F003,20-01-2024 13:46,74,inquiry,elderly,online,13,27,7,18.2,2,4.4,0.77,13,5,0,0,0,6,9,4.3,14.7,congested
C002696,F002,01-01-2024 09:37,29,renewal,normal,appointment,24,9,8,10.8,6,10.2,0.88,9,0,1,1,0,5,8,4.4,18.2,busy
C002697,F005,16-01-2024 16:02,35,inquiry,elderly,online,17,5,2,10.0,2,6.0,0.88,16,1,0,0,0,2,8,4.7,4.6,normal
C002698,F004,25-01-2024 17:39,68,inquiry,normal,online,13,20,14,17.0,4,3.8,0.65,17,3,0,0,1,3,10,5.0,0.0,abandoned
C002699,F001,17-01-2024 11:57,64,inquiry,normal,online,11,32,31,18.0,6,7.4,0.93,11,2,0,1,0,4,12,3.1,60.0,critical
C002700,F002,11-01-2024 15:51,42,renewal,urgent,appointment,5,23,14,25.0,4,7.8,0.61,15,3,0,0,0,6,9,4.3,13.0,critical
C002701,F005,09-01-2024 17:00,61,application,normal,appointment,22,13,7,25.0,2,9.7,0.82,17,1,0,0,1,6,12,4.3,0.0,abandoned
C002702,F005,02-01-2024 10:21,30,payment,normal,appointment,15,16,6,41.4,6,5.9,0.83,10,1,0,1,0,2,8,3.7,20.2,congested
C002703,F001,17-01-2024 08:19,29,consultation,normal,online,13,14,7,13.0,3,10.8,0.78,8,2,0,0,0,2,8,4.1,50.7,critical
C002704,F002,19-01-2024 18:03,75,consultation,elderly,online,8,11,9,20.0,3,10.1,0.72,18,4,0,0,0,4,12,4.2,26.1,critical
C002705,F003,28-01-2024 14:48,47,application,normal,online,10,29,21,14.3,3,8.6,0.63,14,6,0,0,1,6,12,3.2,0.0,abandoned
C002706,F002,17-01-2024 11:09,43,consultation,normal,appointment,36,9,6,34.2,4,13.7,0.99,11,2,0,1,0,4,8,3.9,22.5,busy
C002707,F002,31-01-2024 17:41,43,consultation,urgent,walk-in,6,16,10,10.0,3,7.6,0.65,17,2,0,0,0,4,12,3.8,8.2,congested
C002708,F001,24-01-2024 17:02,47,complaint,normal,appointment,24,9,4,24.0,4,9.2,0.9,17,2,0,0,0,5,9,4.5,11.3,normal
C002709,F003,17-01-2024 17:20,43,consultation,normal,appointment,15,14,1,16.0,4,13.6,0.77,17,2,0,0,0,3,8,5.0,4.2,normal
C002710,F002,17-01-2024 11:26,38,payment,normal,appointment,18,41,14,43.2,8,4.0,0.8,11,2,0,1,0,6,9,4.5,12.8,congested
C002711,F001,16-01-2024 09:22,89,renewal,elderly,walk-in,9,12,9,36.0,3,9.0,0.84,9,1,0,1,0,5,12,3.8,22.3,critical
C002712,F005,15-01-2024 15:25,81,inquiry,elderly,walk-in,20,4,2,8.4,1,7.5,0.86,15,0,1,0,1,5,10,4.0,0.0,abandoned
C002713,F005,09-01-2024 08:22,41,application,urgent,appointment,5,12,11,10.0,2,8.5,0.73,8,1,0,0,0,5,8,4.0,16.3,critical
C002714,F004,21-01-2024 10:17,78,application,elderly,walk-in,13,23,13,46.8,5,16.2,0.95,10,6,0,1,0,4,12,4.9,41.5,critical
C002715,F003,09-01-2024 13:06,57,complaint,normal,online,25,15,4,24.0,3,7.4,0.83,13,1,0,0,0,4,9,2.0,13.4,busy
C002716,F003,11-01-2024 10:46,24,inquiry,normal,walk-in,22,14,14,37.8,3,7.3,0.95,10,3,0,1,1,5,12,3.5,0.0,abandoned
C002717,F003,26-01-2024 11:34,27,renewal,normal,walk-in,23,27,15,41.4,5,8.5,0.95,11,4,0,1,0,2,12,4.6,68.1,critical
C002718,F003,28-01-2024 16:00,87,application,elderly,appointment,16,14,9,20.8,1,12.7,0.86,16,6,0,0,1,2,9,3.2,0.0,abandoned
C002719,F005,11-01-2024 16:27,49,consultation,normal,walk-in,20,25,10,21.0,4,7.2,0.66,16,3,0,0,0,6,9,4.7,26.0,congested
C002720,F004,20-01-2024 13:08,59,renewal,normal,appointment,13,24,2,26.0,1,3.3,0.7,13,5,0,0,0,6,9,4.0,11.1,busy
C002721,F004,18-01-2024 16:00,43,complaint,normal,online,17,10,5,14.0,4,20.1,0.63,16,3,0,0,0,3,12,4.9,50.6,critical
C002722,F003,15-01-2024 12:30,41,inquiry,normal,online,22,11,11,27.0,3,5.9,0.84,12,0,1,1,0,5,12,4.4,21.3,busy
C002723,F001,23-01-2024 10:26,30,application,elderly,appointment,24,41,13,23.4,7,13.1,0.83,10,1,0,1,0,3,9,4.0,44.8,critical
C002724,F003,25-01-2024 08:55,41,inquiry,normal,appointment,30,16,8,18.0,1,7.6,0.87,8,3,0,0,0,4,8,2.7,68.0,critical
C002725,F002,20-01-2024 10:20,85,application,elderly,appointment,15,28,3,42.1,3,19.9,0.81,10,5,0,1,0,2,9,2.9,24.3,critical
C002726,F004,06-01-2024 16:09,78,inquiry,elderly,online,13,14,6,24.7,1,4.9,0.69,16,5,0,0,0,4,12,3.6,29.0,critical
C002727,F001,27-01-2024 16:37,73,complaint,elderly,appointment,16,32,9,15.6,2,24.7,0.64,16,5,0,0,0,6,12,2.6,120.0,critical
C002728,F005,18-01-2024 14:58,58,application,elderly,online,16,17,10,16.0,3,15.0,0.73,14,3,0,0,1,6,9,3.5,0.0,abandoned
C002729,F004,19-01-2024 10:54,87,renewal,elderly,walk-in,18,34,12,34.2,6,6.9,0.89,10,4,0,1,0,3,8,3.9,20.4,congested
C002730,F005,08-01-2024 08:54,55,application,elderly,walk-in,19,17,2,13.0,4,14.1,0.65,8,0,0,0,0,2,9,3.5,11.0,busy
C002731,F002,23-01-2024 14:19,24,application,normal,appointment,13,21,10,25.0,3,12.3,0.77,14,1,0,0,0,4,9,3.4,53.6,critical
